Name,Platform,Year,Score,User_Score,Developer,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
The Beatles: Rock Band,Wii,2009,89,7.7,HarmonixMusicSystems,Action,MTV Games,1.17,0.39,0,0.15,1.71
Left 4 Dead 2,Xbox360,2009,89,8.5,ValveSoftware,Action,Electronic Arts,2.67,0.87,0.05,0.38,3.97
World Soccer Winning Eleven 9,PC,2006,89,8.2,KCET,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
Worldwide Soccer Manager 2005,PC,2004,89,8.3,SportsInteractive,Sports,NA,NA,NA,NA,NA,NA
Yakuza: Like a Dragon,XboxOne,2020,89,tbd,Sega,Role-Playing,NA,NA,NA,NA,NA,NA
There is no game : Wrong dimension,PC,2020,89,8.8,DrawMeAPixel,Adventure,NA,NA,NA,NA,NA,NA
Axiom Verge,WiiU,2016,89,8.5,TomHapp,Action,NA,NA,NA,NA,NA,NA
Left 4 Dead,Xbox360,2008,89,7.9,CertainAffinity,Action,Electronic Arts,2.66,0.49,0.05,0.3,3.51
Titanfall 2,PlayStation4,2016,89,8.5,RespawnEntertainment,Action,Electronic Arts,0.34,0.25,0.05,0.12,0.75
F1 2017,PC,2017,89,7.4,Codemasters,Racing,NA,NA,NA,NA,NA,NA
Devil May Cry 5,PC,2019,89,8.6,Capcom,Action,NA,NA,NA,NA,NA,NA
3D Gunstar Heroes,3DS,2015,89,7.9,M2,Action,NA,NA,NA,NA,NA,NA
Jade Empire,Xbox,2005,89,8.5,BioWare,Role-Playing,Microsoft Game Studios,0.48,0.19,0,0.03,0.7
NBA 2K3,PlayStation2,2002,89,7.8,VisualConcepts,Sports,Sega,0.51,0.4,0,0.13,1.05
NASCAR Racing 2002 Season,PC,2002,89,5.4,Papyrus,Driving,NA,NA,NA,NA,NA,NA
Phantasy Star Online,Dreamcast,2001,89,8.4,SonicTeam,Role-Playing,Sega,0,0,0.2,0,0.2
Tekken 2,PlayStation,1996,89,8.4,Namco,Action,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74
Need for Speed: Hot Pursuit,PlayStation3,2010,89,7.4,CriterionGames,Driving,Electronic Arts,1.05,1.23,0.03,0.47,2.78
F-Zero GX,GameCube,2003,89,8.7,AmusementVision,Driving,Nintendo,0.41,0.11,0.12,0.02,0.65
Dark Souls,Xbox360,2011,89,8.5,FromSoftware,Role-Playing,Namco Bandai Games,0.75,0.51,0.54,0.22,2.02
Need for Speed: Hot Pursuit 2,PlayStation2,2002,89,8.5,BlackBox,Driving,Electronic Arts,1.68,0.31,0.02,0.09,2.11
Grand Theft Auto IV: The Ballad of Gay Tony,Xbox360,2009,89,8.6,RockstarNorth,Action,NA,NA,NA,NA,NA,NA
The Legend of Zelda: The Minish Cap,GameBoyAdvance,2005,89,8.9,Flagship,Action,Nintendo,0.89,0.22,0.22,0.1,1.42
NCAA Football 2005,Xbox,2004,89,7.8,EASports,Sports,Electronic Arts,1.32,0.09,0,0.22,1.62
Combat Mission: Barbarossa to Berlin,PC,2002,89,7.7,BigTimeSoftware,Strategy,NA,NA,NA,NA,NA,NA
Homeworld: Cataclysm,PC,2000,89,8.8,BarkingDog,Strategy,NA,NA,NA,NA,NA,NA
Cave Story,Wii,2010,89,8.7,Nicalis,Action,NA,NA,NA,NA,NA,NA
Dark Souls II: Scholar of the First Sin,XboxOne,2015,89,7.8,FromSoftware,Role-Playing,NA,NA,NA,NA,NA,NA
The Walking Dead: Episode 5 - No Time Left,PC,2012,89,8.8,TelltaleGames,Miscellaneous,NA,NA,NA,NA,NA,NA
Guild Wars,PC,2005,89,8.3,ArenaNet,Role-Playing,NCSoft,0.03,0,0,0,0.03
Slay the Spire,PC,2019,89,7.2,MegaCritGames,Strategy,NA,NA,NA,NA,NA,NA
Guitar Hero 5,Wii,2009,89,7.1,VicariousVisions,Action,Activision,0.92,0.48,0,0.15,1.55
Ace Combat 04: Shattered Skies,PlayStation2,2001,89,8.7,Namco,Simulation,Sony Computer Entertainment,2.06,0.56,0.38,0.17,3.17
Max Payne,PC,2001,89,9.1,RemedyEntertainment,Action,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
3D Streets of Rage II,3DS,2015,89,7.6,M2,Action,NA,NA,NA,NA,NA,NA
Out of the Park Baseball 15,PC,2014,89,7.2,No info,Sports,NA,NA,NA,NA,NA,NA
Fire Emblem: Three Houses,Switch,2019,89,8.7,"IntelligentSystems,KoeiTecmoGames",Strategy,NA,NA,NA,NA,NA,NA
World in Conflict,PC,2007,89,8.1,MassiveEntertainment,Strategy,Vivendi Games,0,0.03,0,0.01,0.04
FIFA Soccer 11,PlayStation3,2010,89,8.1,EASports,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07
Final Fantasy XIV: Stormblood,PlayStation4,2017,89,8.7,SquareEnix,Role-Playing,NA,NA,NA,NA,NA,NA
Stardew Valley,XboxOne,2016,89,7.8,"SickheadGames,LLC,EricBarone",Role-Playing,NA,NA,NA,NA,NA,NA
Castlevania: Dawn of Sorrow,DS,2005,89,8.5,Konami,Action,Konami Digital Entertainment,0.34,0.03,0.03,0.03,0.43
Sonic Adventure 2,Dreamcast,2001,89,8.5,SonicTeam,Action,Sega,0,0,0.12,0,0.12
NASCAR Racing 4,PC,2001,89,7.4,Papyrus,Driving,NA,NA,NA,NA,NA,NA
Duke Nukem 3D,PC,1996,89,8.7,3DRealms,Action,NA,NA,NA,NA,NA,NA
L.A. Noire,PlayStation3,2011,89,7.8,TeamBondi,Action,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17
Far Cry,PC,2004,89,8,Crytek,Action,Ubisoft,0,0.04,0,0.01,0.05
Nuclear Throne,PC,2015,89,7.7,Vlambeer,General,NA,NA,NA,NA,NA,NA
Dead Space,Xbox360,2008,89,8.7,EARedwoodShores,Action,Electronic Arts,1.05,0.66,0,0.29,2
Lone Echo,PC,2017,89,7.9,ReadyatDawn,Action,NA,NA,NA,NA,NA,NA
Rise of Nations,PC,2003,89,8.8,BigHugeGames,Strategy,Microsoft Game Studios,0.01,0.02,0,0.01,0.04
Apex Legends,PlayStation4,2019,89,6.8,RespawnEntertainment,Action,NA,NA,NA,NA,NA,NA
Shin Megami Tensei: Persona 3 FES,PlayStation2,2008,89,7.5,AtlusCo.,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63
Burnout 2: Point of Impact,GameCube,2003,89,8.8,CriterionGames,Driving,Acclaim Entertainment,0.42,0.32,0,0.11,0.85
